,总价,建筑面积,室,厅,卫,y_pred
1103,65.0,77.0,2.0,2.0,1.0,72.42927327229555
1104,57.0,60.0,1.0,1.0,1.0,49.18318981882166
1105,85.0,108.0,3.0,1.0,1.0,106.2352748842247
1106,215.0,189.0,4.0,2.0,3.0,227.9671028196525
1107,72.8,53.0,2.0,1.0,1.0,46.410343699761505
1108,83.0,91.6,2.0,2.0,1.0,87.17004018570587
1109,68.0,81.0,2.0,2.0,1.0,76.46783954994221
1110,101.0,95.0,2.0,2.0,1.0,90.60282152170555
1111,26.0,44.66,1.0,1.0,1.0,33.695288144046685
1112,56.0,88.0,2.0,1.0,1.0,81.74779862916985
1113,59.8,75.8,2.0,2.0,1.0,71.21770338900154
1114,103.0,95.82,2.0,2.0,1.0,91.4307276086231
1115,122.0,50.0,1.0,1.0,1.0,39.086774124705
1116,62.3,88.0,2.0,2.0,1.0,83.53533053582387
1117,138.0,168.0,4.0,2.0,2.0,189.83028784220386
1118,66.0,80.0,2.0,1.0,1.0,73.6706660738765
1119,83.8,95.0,2.0,2.0,1.0,90.60282152170555
1120,139.0,52.0,1.0,1.0,1.0,41.10605726352833
1121,85.0,92.9,2.0,2.0,1.0,88.48257422594105
1122,58.0,67.0,2.0,2.0,1.0,62.33285757817888
1123,77.0,83.65,2.0,2.0,1.0,79.14338970888313
1124,80.0,92.0,2.0,2.0,1.0,87.57389681347055
1125,95.0,98.0,2.0,2.0,1.0,93.63174622994055
1126,148.0,140.0,4.0,2.0,2.0,161.5603238986772
1127,120.0,95.0,3.0,2.0,1.0,94.89746638852706
1128,420.0,186.89,4.0,3.0,3.0,227.62429101484793
1129,60.0,70.0,2.0,2.0,1.0,65.36178228641388
1130,70.0,99.71,2.0,2.0,1.0,95.35823331363449
1131,59.8,66.78,2.0,1.0,1.0,60.32320452625428
1132,78.0,85.0,2.0,1.0,1.0,78.71887392093484
1133,278.0,227.79,5.0,3.0,3.0,273.2132760706066
1134,105.0,101.0,2.0,1.0,1.0,94.87313903152152
1135,320.0,167.14,4.0,3.0,3.0,207.6838700189675
1136,65.0,77.0,2.0,2.0,1.0,72.42927327229555
1137,72.0,71.26,2.0,2.0,1.0,66.63393066387258
1138,139.0,96.7,2.0,2.0,1.0,92.31921218970538
1139,115.0,90.0,2.0,2.0,1.0,85.55461367464721
1140,145.0,116.6,3.0,2.0,1.0,116.70572428781905
1141,49.5,92.0,2.0,2.0,1.0,87.57389681347055
1142,198.0,130.6,3.0,2.0,2.0,147.77504827938603
1143,140.0,178.0,4.0,2.0,2.0,199.92670353632053
1144,270.0,140.0,5.0,3.0,2.0,167.64250067215275
1145,82.0,104.91,2.0,1.0,1.0,98.82083756792113
1146,124.0,129.33,3.0,2.0,2.0,146.49280348623324
1147,73.0,93.0,2.0,2.0,1.0,88.58353838288221
1148,125.0,105.0,3.0,2.0,1.0,104.99388208264372
1149,92.0,85.93,2.0,1.0,1.0,79.6578405804877
1150,125.0,96.0,2.0,2.0,1.0,91.6124630911172
1151,90.0,91.0,2.0,2.0,1.0,86.56425524405888
1152,88.0,90.0,2.0,2.0,2.0,102.48895569445085
1153,109.0,92.0,2.0,2.0,1.0,87.57389681347055
1154,265.0,230.0,5.0,3.0,2.0,258.51024191920277
1155,70.0,83.0,2.0,2.0,1.0,78.48712268876554
1156,59.0,80.0,2.0,2.0,1.0,75.45819798053054
1157,73.0,82.04,2.0,2.0,1.0,77.51786678213034
1158,111.9,88.3,3.0,2.0,2.0,105.06720989327253
1159,71.0,85.0,2.0,2.0,1.0,80.50640582758888
1160,53.0,89.0,2.0,2.0,1.0,84.54497210523554
1161,46.8,61.16,2.0,1.0,1.0,54.6490189061607
1162,88.8,100.0,2.0,2.0,1.0,95.65102936876389
1163,185.0,164.0,3.0,2.0,2.0,181.4970766977357
1164,69.0,79.0,2.0,2.0,1.0,74.44855641111889
1165,175.0,177.0,3.0,2.0,2.0,194.62241710008738
1166,84.0,109.0,2.0,2.0,1.0,104.73780349346887
1167,54.0,82.0,2.0,2.0,1.0,77.47748111935388
1168,165.0,55.0,2.0,1.0,1.0,48.42962683858484
1169,68.0,80.0,2.0,2.0,1.0,75.45819798053054
1170,86.5,89.0,2.0,2.0,1.0,84.54497210523554
1171,125.0,110.0,2.0,2.0,1.0,105.74744506288054
1172,96.5,139.0,3.0,1.0,1.0,137.53416353598635
1173,51.0,86.0,2.0,2.0,1.0,81.51604739700055
1174,76.0,89.24,2.0,2.0,1.0,84.78728608189435
1175,95.0,92.0,2.0,2.0,1.0,87.57389681347055
1176,52.0,49.4,1.0,1.0,1.0,38.480989183057986
1177,91.0,77.0,2.0,1.0,1.0,70.64174136564151
1178,69.8,86.0,2.0,2.0,1.0,81.51604739700055
1179,100.0,85.0,2.0,2.0,1.0,80.50640582758888
1180,55.8,56.0,2.0,1.0,1.0,49.43926840799651
1181,187.0,146.0,3.0,2.0,1.0,146.38918642852207
1182,99.8,130.0,2.0,2.0,1.0,125.94027645111387
1183,52.0,59.26,2.0,1.0,1.0,52.73069992427853
1184,78.0,94.0,2.0,1.0,1.0,87.80564804563986
1185,102.0,136.2,2.0,2.0,1.0,132.20005418146621
1186,162.0,147.0,3.0,2.0,2.0,164.33317001773736
1187,86.0,78.6,2.0,1.0,1.0,72.25716787670017
1188,175.0,141.0,3.0,2.0,2.0,158.27532060126737
1189,260.0,200.0,4.0,3.0,2.0,223.92634997003125
1190,55.0,52.0,2.0,1.0,1.0,45.40070213034985
1191,153.0,150.0,3.0,2.0,2.0,167.36209472597236
1192,41.0,89.0,2.0,2.0,1.0,84.54497210523554
1193,210.0,108.0,2.0,2.0,1.0,103.72816192405722
1194,65.0,51.0,1.0,1.0,1.0,40.09641569411666
1195,54.5,77.0,2.0,1.0,1.0,70.64174136564151
1196,96.0,80.0,2.0,1.0,1.0,73.6706660738765
1197,62.0,79.0,2.0,1.0,1.0,72.66102450446485
1198,93.0,65.24,2.0,1.0,1.0,58.7683565093603
1199,88.0,97.42,3.0,2.0,1.0,97.34079898650329
1200,100.0,94.84,2.0,2.0,1.0,90.44127887059969
1201,39.0,99.0,3.0,2.0,2.0,115.87037468597737
1202,77.0,87.0,2.0,2.0,1.0,82.52568896641222
1203,56.0,66.0,2.0,1.0,1.0,59.53568410211317
1204,44.0,43.3,1.0,1.0,1.0,32.32217560964682
1205,117.0,130.0,2.0,2.0,2.0,142.87461847091754
1206,55.0,65.0,2.0,1.0,1.0,58.5260425327015
1207,78.0,95.0,2.0,2.0,1.0,90.60282152170555
1208,118.7,91.3,2.0,2.0,1.0,86.86714771488238
1209,122.0,80.31,2.0,2.0,1.0,75.77118686704816
1210,76.0,85.0,3.0,1.0,1.0,83.01351878775635
1211,200.0,76.1,3.0,1.0,1.0,74.02770881999251
1212,48.0,69.0,2.0,1.0,1.0,62.564608810348176
1213,110.0,95.0,2.0,2.0,1.0,90.60282152170555
1214,163.0,135.93,3.0,2.0,2.0,153.15643784435022
1215,165.0,128.46,3.0,2.0,1.0,128.68007330104143
1216,82.8,93.0,2.0,2.0,1.0,88.58353838288221
1217,45.0,70.0,2.0,1.0,1.0,63.574250379759846
1218,92.0,106.0,2.0,2.0,1.0,101.70887878523388
1219,85.0,84.13,2.0,2.0,1.0,79.62801766220073
1220,68.0,58.65,2.0,1.0,1.0,52.11481856693742
1221,76.9,103.69,3.0,2.0,1.0,103.67125162671444
1222,132.0,127.81,3.0,2.0,2.0,144.9581483007275
1223,60.8,74.4,2.0,1.0,1.0,68.01667328517118
1224,73.0,74.27,2.0,2.0,1.0,69.67295178780168
1225,128.0,100.0,2.0,1.0,1.0,93.86349746210985
1226,67.0,74.0,2.0,1.0,1.0,67.61281665740651
1227,76.0,86.0,2.0,2.0,1.0,81.51604739700055
1228,95.0,102.0,2.0,2.0,1.0,97.67031250758721
1229,118.0,90.0,2.0,2.0,2.0,102.48895569445085
1230,44.7,82.0,2.0,2.0,1.0,77.47748111935388
1231,90.0,106.0,2.0,2.0,1.0,101.70887878523388
1232,65.8,70.0,2.0,1.0,1.0,63.574250379759846
1233,29.0,42.0,1.0,1.0,1.0,31.00964156941167
1234,115.0,89.77,2.0,2.0,1.0,85.32239611368253
1235,80.0,98.0,2.0,1.0,1.0,91.84421432328651
1236,91.8,90.01,2.0,2.0,1.0,85.56471009034134
1237,146.0,180.0,4.0,3.0,2.0,203.7335185817979
1238,125.0,120.0,3.0,2.0,1.0,120.13850562381873
1239,132.0,100.0,2.0,2.0,1.0,95.65102936876389
1240,42.5,56.0,2.0,1.0,1.0,49.43926840799651
1241,118.8,140.5,2.0,2.0,1.0,136.54151292993637
1242,94.0,100.0,2.0,2.0,1.0,95.65102936876389
1243,45.0,60.0,2.0,1.0,1.0,53.47783468564318
1244,32.0,84.0,2.0,2.0,1.0,79.49676425817721
1245,50.0,50.0,2.0,2.0,2.0,62.10329291798419
1246,145.0,136.91,3.0,2.0,2.0,154.14588658237363
1247,50.0,83.0,2.0,2.0,1.0,78.48712268876554
1248,77.0,97.0,2.0,2.0,1.0,92.62210466052888
1249,66.4,88.0,2.0,2.0,1.0,83.53533053582387
1250,92.8,115.0,2.0,1.0,1.0,109.00812100328486
1251,125.0,85.0,2.0,2.0,1.0,80.50640582758888
1252,330.0,228.45,4.0,3.0,2.0,252.6506526197931
1253,119.0,116.83,3.0,2.0,1.0,116.93794184878374
1254,91.0,89.72,2.0,2.0,1.0,85.27191403521195
1255,125.0,131.0,3.0,2.0,2.0,148.1789049071507
1256,156.0,134.0,3.0,2.0,2.0,151.20782961538572
1257,77.0,88.0,2.0,2.0,1.0,83.53533053582387
1258,115.0,97.0,2.0,2.0,2.0,109.55644668033251
1259,68.5,78.0,2.0,2.0,1.0,73.4389148417072
1260,45.0,85.0,2.0,1.0,1.0,78.71887392093484
1261,75.0,83.0,2.0,1.0,1.0,76.69959078211151
1262,60.0,90.0,2.0,2.0,1.0,85.55461367464721
1263,255.0,221.73,5.0,3.0,3.0,267.0948481599719
1264,71.0,79.28,2.0,2.0,1.0,74.73125605055415
1265,91.0,83.19,2.0,1.0,1.0,76.89142268029973
1266,113.0,119.0,3.0,2.0,1.0,119.12886405440706
1267,115.0,87.6,2.0,2.0,1.0,83.1314739080592
1268,140.0,122.0,3.0,2.0,2.0,139.0921307824457
1269,68.0,86.0,3.0,2.0,1.0,85.81069226382206
1270,102.0,90.0,2.0,2.0,1.0,85.55461367464721
1271,55.8,60.0,2.0,1.0,1.0,53.47783468564318
1272,30.0,31.0,1.0,1.0,1.0,19.903584305883342
1273,92.0,95.0,2.0,2.0,1.0,90.60282152170555
1274,90.0,90.0,2.0,2.0,1.0,85.55461367464721
1275,77.0,86.61,2.0,2.0,1.0,82.13192875434166
1276,150.0,141.5,3.0,2.0,2.0,158.7801413859732
1277,105.0,91.0,2.0,2.0,1.0,86.56425524405888
1278,138.0,123.0,3.0,2.0,1.0,123.16743033205373
1279,155.0,96.3,2.0,2.0,1.0,91.91535556194071
1280,72.5,115.83,2.0,1.0,1.0,109.84612350589653
1281,88.8,85.0,2.0,2.0,1.0,80.50640582758888
1282,162.0,147.0,3.0,2.0,3.0,181.267512037541
1283,98.0,96.21,2.0,2.0,1.0,91.82448782069366
1284,47.0,75.0,2.0,1.0,1.0,68.62245822681818
1285,61.5,88.0,2.0,2.0,1.0,83.53533053582387
1286,78.0,76.74,2.0,2.0,1.0,72.16676646424851
1287,105.0,100.0,2.0,2.0,1.0,95.65102936876389
1288,195.0,177.48,3.0,2.0,2.0,195.10704505340493
1289,105.0,88.38,2.0,1.0,1.0,82.13146242554627
1290,80.0,92.0,2.0,2.0,1.0,87.57389681347055
1291,170.0,135.0,3.0,2.0,2.0,152.21747118479738
1292,132.0,105.0,3.0,2.0,1.0,104.99388208264372
1293,77.0,87.0,2.0,2.0,1.0,82.52568896641222
1294,68.6,104.0,3.0,2.0,1.0,103.98424051323207
1295,42.8,50.0,1.0,1.0,1.0,39.086774124705
1296,129.8,97.09,3.0,2.0,2.0,113.94195928840108
1297,80.8,92.59,2.0,2.0,1.0,88.16958533942343
1298,125.0,117.0,3.0,2.0,1.0,117.10958091558373
1299,68.0,88.0,2.0,2.0,1.0,83.53533053582387
1300,79.5,75.0,2.0,2.0,1.0,70.4099901334722
1301,99.0,108.59,2.0,2.0,1.0,104.3238504500101
1302,125.0,97.6,3.0,2.0,1.0,97.52253446899738
1303,69.0,67.4,1.0,2.0,1.0,58.442069339122035
1304,96.0,102.0,2.0,2.0,1.0,97.67031250758721
1305,64.0,67.0,2.0,1.0,1.0,60.54532567152484
1306,162.0,143.0,3.0,2.0,2.0,160.2946037400907
1307,130.0,99.0,2.0,2.0,1.0,94.64138779935222
1308,79.5,75.97,2.0,2.0,1.0,71.38934245580153
1309,145.0,145.0,3.0,2.0,1.0,145.3795448591104
1310,67.0,82.5,2.0,2.0,1.0,77.98230190405971
1311,93.0,91.3,2.0,1.0,1.0,85.07961580822834
1312,130.0,147.0,3.0,2.0,2.0,164.33317001773736
1313,56.0,75.0,2.0,1.0,1.0,68.62245822681818
1314,220.0,102.0,3.0,2.0,2.0,118.89929939421236
1315,32.0,80.0,2.0,2.0,1.0,75.45819798053054
1316,133.0,125.0,2.0,2.0,2.0,137.82641062385918
1317,55.0,63.03,2.0,1.0,1.0,56.53704864096051
1318,315.0,184.4,4.0,2.0,2.0,206.38840958055522
1319,345.0,213.61,4.0,2.0,3.0,252.81438184287362
1320,132.0,115.0,3.0,2.0,1.0,115.0902977767604
1321,138.0,127.84,3.0,2.0,2.0,144.98843754780984
1322,129.0,131.0,3.0,2.0,2.0,148.1789049071507
1323,56.0,69.8,2.0,1.0,1.0,63.372322065877505
1324,128.0,102.0,2.0,2.0,1.0,97.67031250758721
1325,83.0,93.0,2.0,2.0,1.0,88.58353838288221
1326,320.0,243.0,4.0,3.0,3.0,284.27527947453655
1327,156.0,131.0,3.0,2.0,2.0,148.1789049071507
1328,57.5,66.0,2.0,2.0,1.0,61.32321600876721
1329,78.0,98.0,2.0,2.0,1.0,93.63174622994055
1330,75.0,89.2,2.0,2.0,1.0,84.74690041911788
1331,68.8,88.0,2.0,2.0,1.0,83.53533053582387
1332,50.0,78.0,2.0,1.0,1.0,71.65138293505318
1333,46.5,65.0,2.0,2.0,1.0,60.313574439355534
1334,65.0,78.0,2.0,1.0,1.0,71.65138293505318
1335,125.0,94.44,2.0,2.0,1.0,90.037422242835
1336,138.0,170.31,4.0,2.0,3.0,209.09690188734845
1337,85.0,85.0,2.0,2.0,1.0,80.50640582758888
1338,96.0,109.0,2.0,2.0,1.0,104.73780349346887
1339,63.0,87.63,2.0,2.0,1.0,83.16176315514156
1340,118.0,95.0,2.0,2.0,1.0,90.60282152170555
1341,85.0,116.0,3.0,1.0,1.0,114.31240743951803
1342,149.0,107.36,2.0,2.0,1.0,103.08199131963374
1343,16.0,40.0,1.0,1.0,1.0,28.99035843058833
1344,110.0,86.0,2.0,2.0,1.0,81.51604739700055
1345,69.5,76.02,2.0,1.0,1.0,69.65229262761807
1346,185.0,111.0,3.0,2.0,1.0,111.05173149911373
1347,168.0,135.0,3.0,2.0,1.0,135.28312916499374
1348,200.0,163.7,3.0,2.0,2.0,181.19418422691217
1349,56.8,60.0,2.0,1.0,1.0,53.47783468564318
1350,118.0,102.0,2.0,2.0,1.0,97.67031250758721
1351,88.0,84.0,2.0,2.0,1.0,79.49676425817721
1352,156.0,127.97,3.0,2.0,2.0,145.11969095183335
1353,82.0,89.0,2.0,2.0,1.0,84.54497210523554
1354,105.0,100.0,3.0,2.0,1.0,99.94567423558539
1355,120.0,95.0,2.0,2.0,1.0,90.60282152170555
1356,85.0,87.0,2.0,2.0,1.0,82.52568896641222
1357,44.8,53.0,2.0,1.0,1.0,46.410343699761505
1358,88.0,63.0,2.0,1.0,1.0,56.50675939387817
1359,135.0,160.0,3.0,2.0,2.0,177.45851042008903
1360,125.0,95.0,2.0,2.0,1.0,90.60282152170555
1361,95.0,86.09,2.0,2.0,1.0,81.6069151382476
1362,78.0,85.0,2.0,2.0,1.0,80.50640582758888
1363,90.0,94.0,2.0,2.0,1.0,89.59317995229388
1364,71.5,64.0,2.0,1.0,1.0,57.51640096328984
1365,96.0,83.0,2.0,1.0,1.0,76.69959078211151
1366,112.0,99.4,2.0,2.0,1.0,95.04524442711688
1367,86.0,82.0,2.0,2.0,1.0,77.47748111935388
1368,100.0,112.0,3.0,2.0,2.0,128.99571508832904
1369,100.0,77.34,3.0,2.0,2.0,94.00153829252066
1370,90.5,86.86,2.0,1.0,1.0,80.59680724004055
1371,96.0,97.0,2.0,2.0,1.0,92.62210466052888
1372,98.0,103.1,2.0,2.0,1.0,98.78091823394004
1373,84.0,100.0,2.0,2.0,1.0,95.65102936876389
1374,138.0,112.55,3.0,2.0,2.0,129.55101795150546
1375,230.0,61.0,2.0,1.0,1.0,54.487476255054844
1376,77.0,102.0,2.0,2.0,1.0,97.67031250758721
1377,125.0,97.29,2.0,2.0,1.0,92.91490071565826
1378,59.8,62.0,2.0,1.0,1.0,55.497117824466514
1379,210.0,169.0,3.0,2.0,2.0,186.54528454479401
1380,125.0,92.0,3.0,2.0,1.0,91.86854168029205
1381,85.8,100.96,3.0,2.0,1.0,100.91493014222058
1382,88.0,95.86,2.0,1.0,1.0,89.68358136474555
1383,298.0,185.91,4.0,2.0,2.0,207.91296835036684
1384,130.0,103.0,3.0,2.0,1.0,102.9745989438204
1385,115.0,106.5,2.0,2.0,1.0,102.2136995699397
1386,49.8,53.0,1.0,1.0,1.0,42.115698832939984
1387,49.0,58.0,2.0,1.0,1.0,51.45855154681984
1388,135.0,101.2,2.0,2.0,1.0,96.86259925205788
1389,300.0,208.0,4.0,2.0,1.0,213.2816085988669
1390,70.0,107.0,2.0,2.0,1.0,102.71852035464555
1391,75.0,87.6,2.0,2.0,1.0,83.1314739080592
1392,70.0,80.0,2.0,1.0,1.0,73.6706660738765
1393,82.0,68.39,2.0,1.0,1.0,61.948727453007066
1394,75.0,85.26,2.0,1.0,1.0,78.98138072898189
1395,95.0,83.0,2.0,2.0,1.0,78.48712268876554
1396,75.0,77.0,2.0,2.0,1.0,72.42927327229555
1397,95.0,133.0,3.0,2.0,1.0,133.2638460261704
1398,380.0,240.0,4.0,2.0,3.0,279.4588228596475
1399,115.0,105.0,3.0,2.0,2.0,121.92822410244736
1400,188.0,153.0,3.0,2.0,2.0,170.39101943420735
1401,151.0,108.4,3.0,2.0,1.0,108.4266634186434
1402,55.0,71.0,2.0,1.0,1.0,64.58389194917152
1403,86.0,95.0,2.0,1.0,2.0,105.74963163485515
1404,69.0,78.0,2.0,2.0,1.0,73.4389148417072
1405,225.0,137.0,3.0,2.0,2.0,154.2367543236207
1406,160.0,134.0,3.0,2.0,2.0,151.20782961538572
1407,91.0,97.24,2.0,2.0,1.0,92.86441863718767
1408,44.8,66.0,3.0,1.0,1.0,63.830328968934694
1409,90.3,129.0,3.0,2.0,2.0,146.15962176832736
1410,83.0,76.96,2.0,1.0,1.0,70.60135570286504
1411,455.0,210.0,3.0,2.0,2.0,227.94058889067236
1412,128.0,85.0,2.0,2.0,1.0,80.50640582758888
1413,80.0,85.0,2.0,2.0,1.0,80.50640582758888
1414,109.0,100.5,2.0,2.0,1.0,96.15585015346971
1415,62.0,85.0,2.0,2.0,1.0,80.50640582758888
1416,70.0,85.0,3.0,2.0,1.0,84.80105069441039
1417,99.8,88.49,2.0,2.0,1.0,84.0300549048356
1418,320.0,282.0,3.0,3.0,3.0,319.35665581477
1419,92.0,70.0,2.0,1.0,1.0,63.574250379759846
1420,370.0,202.0,4.0,3.0,3.0,242.8799751286582
1421,29.0,41.0,1.0,1.0,1.0,30.0
1422,100.0,88.0,2.0,2.0,1.0,83.53533053582387
1423,113.0,112.88,2.0,2.0,1.0,108.65521278278615
1424,89.8,118.0,3.0,2.0,1.0,118.11922248499539
1425,57.0,64.0,2.0,1.0,1.0,57.51640096328984
1426,210.0,78.0,2.0,1.0,1.0,71.65138293505318
1427,48.0,65.19,2.0,1.0,1.0,58.717874430889715
1428,188.8,118.0,3.0,2.0,1.0,118.11922248499539
1429,95.0,94.7,2.0,2.0,1.0,90.29992905088204
1430,129.0,49.75,2.0,1.0,1.0,43.12900859917358
1431,75.0,61.2,2.0,1.0,1.0,54.68940456893717
1432,162.0,158.1,3.0,2.0,1.0,158.60584941840324
1433,118.0,97.6,3.0,2.0,2.0,114.45687648880103
1434,115.0,105.0,2.0,2.0,1.0,100.69923721582221
1435,128.0,148.68,3.0,2.0,2.0,166.02936785434898
1436,119.0,88.34,2.0,2.0,1.0,83.87860866942385
1437,140.0,128.87,3.0,2.0,2.0,146.02836836430384
1438,37.0,55.7,2.0,1.0,1.0,49.136375937173014
1439,84.8,92.45,2.0,2.0,1.0,88.0282355197058
1440,156.0,135.0,3.0,2.0,2.0,152.21747118479738
1441,120.0,115.0,2.0,2.0,1.0,110.79565290993888
1442,155.0,135.0,3.0,2.0,2.0,152.21747118479738
1443,90.0,81.0,2.0,1.0,1.0,74.68030764328817
1444,30.0,63.0,2.0,2.0,1.0,58.29429130053221
1445,125.0,127.0,2.0,2.0,2.0,139.84569376268252
1446,76.0,100.0,2.0,2.0,1.0,95.65102936876389
1447,74.8,88.0,2.0,2.0,1.0,83.53533053582387
1448,58.0,52.0,2.0,1.0,1.0,45.40070213034985
1449,104.0,90.0,2.0,2.0,1.0,85.55461367464721
1450,89.0,67.0,2.0,1.0,1.0,60.54532567152484
1451,46.8,62.65,2.0,1.0,1.0,56.15338484458408
1452,98.0,94.14,2.0,2.0,1.0,89.73452977201151
1453,76.0,69.0,2.0,1.0,1.0,62.564608810348176
1454,78.8,88.0,3.0,2.0,1.0,87.82997540264539
1455,99.0,116.0,2.0,2.0,1.0,111.80529447935055
1456,52.8,60.0,2.0,1.0,1.0,53.47783468564318
1457,74.0,86.1,2.0,2.0,1.0,81.61701155394171
1458,47.5,64.0,2.0,1.0,1.0,57.51640096328984
1459,60.0,65.47,2.0,2.0,1.0,60.788105976979026
1460,29.0,42.0,1.0,1.0,1.0,31.00964156941167
1461,123.0,200.0,4.0,2.0,2.0,222.13881806337722
1462,72.0,80.0,2.0,1.0,1.0,73.6706660738765
1463,57.0,66.7,2.0,1.0,1.0,60.242433200701335
1464,37.8,46.0,1.0,1.0,1.0,35.04820784705832
1465,76.0,75.0,2.0,1.0,1.0,68.62245822681818
1466,210.0,69.0,2.0,1.0,1.0,62.564608810348176
1467,125.0,111.0,3.0,2.0,2.0,127.98607351891737
1468,136.0,50.0,2.0,1.0,1.0,43.3814189915265
1469,165.0,139.45,3.0,2.0,2.0,156.7103761686793
1470,40.0,50.0,2.0,1.0,1.0,43.3814189915265
1471,133.0,145.0,3.0,2.0,2.0,162.31388687891405
1472,52.0,49.1,1.0,1.0,1.0,38.17809671223449
1473,109.0,123.9,3.0,2.0,2.0,141.01044976432786
1474,61.0,85.0,2.0,2.0,1.0,80.50640582758888
1475,65.0,81.0,2.0,1.0,1.0,74.68030764328817
1476,180.0,108.0,3.0,2.0,1.0,108.02280679087872
1477,43.0,86.0,2.0,2.0,1.0,81.51604739700055
1478,40.0,86.0,2.0,2.0,1.0,81.51604739700055
1479,75.0,90.0,2.0,1.0,1.0,83.76708176799318
1480,87.0,109.85,2.0,2.0,1.0,105.59599882746879
1481,56.0,63.0,1.0,1.0,1.0,52.21211452705666
1482,83.0,92.0,2.0,2.0,1.0,87.57389681347055
1483,63.0,71.17,2.0,2.0,1.0,66.54306292262552
1484,130.0,46.0,2.0,1.0,1.0,39.342852713879836
1485,132.0,132.99,3.0,2.0,2.0,150.18809163027993
1486,52.5,71.93,2.0,1.0,1.0,65.52285860872438
1487,93.0,89.0,2.0,2.0,1.0,84.54497210523554
1488,115.0,125.7,3.0,2.0,1.0,125.89346256946523
1489,82.8,92.17,2.0,2.0,1.0,87.74553588027052
1490,69.8,97.18,3.0,2.0,1.0,97.0984850098445
1491,83.0,76.48,2.0,2.0,1.0,71.90425965620148
1492,51.0,58.0,2.0,1.0,1.0,51.45855154681984
1493,155.0,150.0,3.0,2.0,2.0,167.36209472597236
1494,80.0,66.0,2.0,1.0,1.0,59.53568410211317
1495,72.0,90.0,2.0,2.0,1.0,85.55461367464721
1496,185.0,135.91,3.0,2.0,2.0,153.13624501296198
1497,77.0,81.2,2.0,2.0,1.0,76.66976786382455
1498,125.0,90.0,2.0,2.0,1.0,85.55461367464721
1499,182.0,130.0,3.0,2.0,2.0,147.16926333773904
1500,246.0,136.75,2.0,2.0,2.0,149.68969906444627
1501,108.0,103.0,2.0,2.0,2.0,115.61429609680252
1502,96.0,90.0,2.0,2.0,1.0,85.55461367464721
1503,75.0,89.4,2.0,2.0,1.0,84.94882873300023
1504,99.0,92.0,2.0,2.0,1.0,87.57389681347055
1505,90.0,97.01,3.0,2.0,2.0,113.86118796284815
1506,146.0,166.0,4.0,3.0,2.0,189.59853661003456
1507,109.0,77.0,2.0,1.0,1.0,70.64174136564151
1508,67.0,78.93,2.0,2.0,1.0,74.37788150126006
1509,130.0,125.87,3.0,2.0,2.0,142.99944365606885
1510,210.0,80.0,2.0,2.0,1.0,75.45819798053054
1511,102.0,87.0,2.0,2.0,1.0,82.52568896641222
1512,70.0,90.0,2.0,2.0,1.0,85.55461367464721
1513,110.0,93.0,2.0,1.0,1.0,86.79600647622819
1514,70.0,71.9,2.0,2.0,1.0,67.28010126829605
1515,276.0,290.0,4.0,3.0,4.0,348.6627752566885
1516,85.0,92.51,2.0,2.0,1.0,88.0888140138705
1517,110.0,78.0,2.0,1.0,1.0,71.65138293505318
1518,112.0,87.0,2.0,2.0,1.0,82.52568896641222
1519,109.0,77.0,2.0,1.0,1.0,70.64174136564151
1520,60.0,69.0,2.0,1.0,1.0,62.564608810348176
1521,40.8,45.0,1.0,1.0,1.0,34.03856627764665
1522,117.0,90.0,3.0,2.0,1.0,89.84925854146873
1523,92.0,100.15,2.0,2.0,1.0,95.80247560417564
1524,69.8,94.14,2.0,1.0,1.0,87.94699786535749
1525,105.5,120.6,2.0,2.0,1.0,116.4496456986442
1526,91.5,101.9,2.0,2.0,1.0,97.56934835064605
1527,59.8,53.0,2.0,1.0,1.0,46.410343699761505
1528,60.0,69.77,2.0,2.0,1.0,65.1295647254492
1529,25.5,38.0,1.0,1.0,1.0,26.971075291765004
1530,61.0,70.0,2.0,2.0,1.0,65.36178228641388
1531,101.0,93.0,2.0,2.0,1.0,88.58353838288221
1532,86.6,96.0,2.0,2.0,1.0,91.6124630911172
1533,97.0,110.0,2.0,2.0,1.0,105.74744506288054
1534,49.0,51.78,2.0,1.0,1.0,45.17858098507927
1535,59.0,66.27,2.0,1.0,1.0,59.808287325854316
1536,110.0,80.0,2.0,2.0,1.0,75.45819798053054
1537,202.0,89.89,2.0,2.0,1.0,85.44355310201193
1538,89.8,120.0,2.0,2.0,1.0,115.84386075699722
1539,106.0,89.0,2.0,2.0,1.0,84.54497210523554
1540,58.0,66.0,2.0,1.0,1.0,59.53568410211317
1541,57.0,57.8,3.0,1.0,1.0,55.551268099759014
1542,55.0,76.0,2.0,2.0,1.0,71.41963170288386
1543,72.0,86.0,2.0,2.0,1.0,81.51604739700055
1544,155.0,89.0,2.0,3.0,2.0,103.26684603169322
1545,64.0,83.21,2.0,1.0,1.0,76.91161551168796
1546,112.0,96.0,2.0,2.0,1.0,91.6124630911172
1547,90.0,103.04,2.0,2.0,1.0,98.72033973977535
1548,78.8,85.0,2.0,2.0,2.0,97.44074784739252
1549,60.0,65.0,2.0,1.0,1.0,58.5260425327015
1550,115.0,46.0,2.0,1.0,1.0,39.342852713879836
1551,79.0,50.44,2.0,1.0,1.0,43.825661282067635
1552,77.0,85.0,2.0,2.0,1.0,80.50640582758888
1553,88.0,100.32,2.0,2.0,1.0,95.97411467097561
